X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;0;0;X;X;X;X;0;0;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;w;w;w;w;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;X;X;X;w;w;w;w;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;X;X;X;X;w;w;w;w;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;X;X;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;X;X;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;X;X;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;X;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;X;X;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;0;0;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;0;0;X;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;0;0;0;0;X;X;0;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;0;0;0;X;X;X;0;0;0;X;X;0
X;X;X;X;X;X;X;X;X;0;0;0;X;X;X;X;X;X;0;0;0;X;X;X;X;0;0;0;0;X;X;X;0;0;0;X;X;X;0;0;0;X;X;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
