*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
*;*;*;*;*;*;*;!;!;!;!;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
