I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I
0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I
0;0;0;0;0;0;0;0;0;0;I;I;I;I;T;T
0;0;0;0;0;0;0;0;0;0;I;I;I;I;T;T
0;0;0;0;0;0;0;0;0;0;0;I;I;I;T;T
0;0;0;0;0;0;0;0;0;0;0;I;I;I;T;T
0;0;0;0;0;0;0;0;0;0;0;0;I;I;T;T
