F;F;F;0;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;0;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0
