I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H
I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H
I;I;I;I;I;H;H;H;H;H;H;H;H;H;H;H
I;I;I;I;I;I;I;I;0;0;0;0;0;0;0;0
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
