0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
0;0;0;0;0;0;0;0;0;0;0;o;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
