Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0
