0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;B;B;B;B;0
0;0;0;0;0;0;A;B;0;0;0;B;0;A;A;B;B;B;0;0
0;0;0;0;0;0;A;A;0;B;0;B;0;0;A;B;0;0;0;B
0;0;0;0;0;0;0;A;0;A;B;B;B;0;A;A;0;A;A;B
0;0;0;0;0;0;0;0;0;A;A;B;A;0;0;B;0;0;A;B
0;0;0;0;0;0;0;0;0;0;A;B;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;A;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
