0;0;V;V;V;V;S;S;S;S;S;S;U;U;U;U;U;U;S;S;S;V;V;V;V
0;0;V;V;V;V;S;S;S;S;S;S;U;U;U;U;U;U;S;S;S;V;V;V;V
0;0;V;V;V;V;S;S;S;S;S;S;U;U;U;U;U;U;S;S;S;V;V;V;V
0;0;V;V;V;V;V;S;S;S;S;U;U;U;U;U;U;U;S;S;S;V;V;V;V
0;0;0;V;V;V;V;S;S;S;S;U;U;U;U;U;U;U;S;S;S;V;V;U;U
0;0;0;V;V;V;V;S;S;S;S;U;U;U;U;U;U;U;U;U;U;V;V;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;U;U;U;U;U;U;U;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;V;V;U;U;U;U;U;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U
0;0;0;0;0;U;U;U;U;V;V;V;V;V;V;V;V;V;U;U;S;S;S;S;S
0;0;0;0;0;U;U;U;U;V;V;V;V;V;V;V;V;V;U;U;S;S;S;S;S
0;0;0;0;0;S;S;S;S;V;V;U;U;U;U;U;U;U;U;U;S;S;S;S;S
0;0;0;0;0;S;S;S;S;V;V;U;U;U;U;U;U;U;U;U;U;U;S;S;S
0;0;0;0;0;S;S;U;U;U;S;S;S;S;S;S;U;U;U;U;U;U;U;S;S
0;0;0;0;0;S;S;U;U;U;S;S;S;S;S;S;U;U;U;U;U;U;U;V;V
0;0;0;0;0;V;V;U;U;U;S;S;S;S;S;S;U;U;U;U;U;U;U;V;V
0;0;0;0;0;V;V;V;V;S;S;S;S;S;S;S;S;S;S;V;V;V;V;V;V
0;0;0;0;0;V;V;V;V;S;S;S;S;S;S;S;S;S;S;V;V;V;V;V;V
0;0;0;0;0;V;V;V;V;S;S;S;S;S;S;S;S;S;S;V;V;V;V;V;V
0;0;0;0;U;U;U;U;U;S;S;S;S;S;S;S;S;S;S;S;S;U;U;V;V
0;0;0;0;U;U;U;U;U;S;S;S;S;S;S;S;S;S;S;S;S;U;U;V;V
0;0;0;0;U;U;U;U;U;S;S;S;S;S;S;S;S;S;S;S;U;U;U;U;U
0;0;0;0;0;V;V;V;V;V;S;S;S;S;S;S;S;U;U;U;U;U;U;U;U
0;0;0;0;0;V;V;V;V;V;S;S;S;S;S;S;S;U;U;U;U;U;U;U;U
0;0;0;0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U;U;U
0;0;0;0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;V;U;U;U;U;U;U
