0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;r;r;r;r;r;r;r;r;r;r
