0;0;0;S;S;S;S;S;S;V;V;V;V;V;V;V
0;0;0;S;S;S;S;S;S;V;V;V;V;V;V;V
0;0;0;S;S;S;S;S;S;V;V;V;V;V;V;V
0;0;0;S;S;S;S;S;S;S;V;V;V;V;V;S
0;0;0;S;S;S;S;U;U;U;U;U;U;S;S;S
0;0;0;S;S;S;S;U;U;U;U;U;U;S;S;S
0;0;0;S;S;S;S;S;U;U;U;U;U;S;S;S
0;0;0;S;S;S;S;S;U;U;U;U;U;S;S;S
0;0;0;S;S;S;S;U;U;U;U;S;S;S;S;V
0;0;0;S;S;S;S;U;U;U;U;S;S;S;S;V
0;0;0;S;S;S;S;U;U;U;V;V;S;S;S;V
0;0;0;S;S;S;S;U;U;U;V;V;S;S;V;V
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V
0;0;0;0;U;U;U;U;U;V;V;V;V;V;V;V
0;0;0;0;U;U;U;S;S;S;S;U;U;U;U;U
0;0;0;0;U;U;U;S;S;S;S;U;U;U;U;U
0;0;0;0;U;U;U;S;S;S;S;U;U;U;U;U
0;0;0;0;U;U;U;V;V;S;S;S;U;U;U;U
0;0;0;0;0;V;V;V;V;S;S;S;U;U;U;U
0;0;0;0;0;V;V;V;V;S;S;S;S;S;S;S
0;0;0;0;0;V;V;V;V;V;S;S;S;S;S;S
0;0;0;0;0;V;V;V;V;V;S;S;S;S;S;S
0;0;0;0;0;V;V;V;V;V;V;V;S;S;S;S
0;0;0;0;0;V;V;V;V;V;V;V;S;S;S;S
