0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;o;o;o;o;o;o;o;0;0;0;o;o;o;o;o;o;o;o;o;o;0
0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;0
0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;0;0
0;0;0;0;0;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;0;0;0;0;0
0;0;0;0;0;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;0;o;o;o;o;o;o;0;0;o;o;o;o;o;0;0;0;0;0;0
0;0;0;0;0;o;o;o;o;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;o;o;o;o;o;0;0;0;0;0;0
0;0;0;0;0;o;o;o;o;o;o;o;o;0;0;0;0;0;o;o;0;0;0;0;0;o;o;0;0;o;o;o;o;0;0;0;0;0;0;0
0;0;0;0;0;o;o;o;o;o;o;0;0;0;0;0;0;0;o;o;0;0;0;0;0;0;o;0;0;o;o;o;o;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;o;0;0;o;o;o;o;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;n;n
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o;n;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;o;o;o;n;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;o;o;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0
