0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;o;o;o
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;o;o;o;o;0;0;0;0;o;o;o;o
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;o;o;o;o;o;o;o;0;o;o;o;o
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;o;o;o;o;o;o;o;0;o;o;o;o
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;n;n;n;o;0;0;0;0;0;0;n;n;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;n;n;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0;0;0;o;n;n;n;o;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;n;n;o;0;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;o;n;n;n;n;n;o;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;0;0;0;0;0;n;n;n;n;n;n;n;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;0;0;0;0;0;n;n;0;0;0;n;n;o;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;o;o;o;0;0;0;0;0;0;o;o;0;0;n;n;0;0;0;n;n;n;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;o;o;0;0;n;n;0;0;n;n;n;n;n;o;0;0;0;0;0;0;0
