0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;R;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;R;Q;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
