q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;p;p;p;p;p;p;q;q;q;q;q;q
