0;0;0;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
0;0;0;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;p
0;0;0;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;p;p
0;0;0;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;p;p;p;p
0;0;0;p;p;p;p;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;p;p;p;p;p;p
0;0;0;p;q;p;p;p;p;p;q;q;q;q;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p
0;0;0;p;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;0;p;q;q;q;p;p;p;p;p;p;p;p;p;p;p;q;q;p;p;p;p;p;p;p
0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;p;p;q;q;q;q;q;q;p;p;p;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;q;q;q;q;q;q;q;0;0;0;0;0;0;0
0;0;0;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;q;q;q;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;q;0;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
