q;q;q;q;q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;0
q;q;q;q;p;q;q;q;q;q;q;0;0;0;0;0;0;0;0;0
q;p;p;p;p;p;p;p;p;p;q;p;0;0;0;0;0;0;0;0
q;p;p;p;p;p;p;p;p;p;q;q;0;0;0;0;0;0;0;0
q;q;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;q;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
q;q;q;q;q;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0
