0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;0;0;0;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0
0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;0;0;0;0
0;0;0;0;0;p;p;p;p;p;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;0;0;0;0
0;0;0;p;p;p;p;p;p;p;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;0;0;0;0
0;0;p;p;p;p;p;p;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;0;0;0
0;p;p;p;p;p;p;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;0;0;0
0;p;p;p;p;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;0;0;0
0;p;p;q;q;q;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;0
0;q;q;q;q;q;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q
0;q;q;q;q;q;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q
0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q
0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q
0;0;0;0;0;0;q;q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q
