q;q;q;q;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;p;p;p;p;q
q;q;q;q;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;p;p;p;p;p;p;p;p;p;p;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;q;p;p;p;p;p;p;p;p;0;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;q;p;p;p;p;p;p;0;0;0;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;q;q;p;p;p;p;0;0;0;0;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;q;q;p;p;p;0;0;0;0;0;q;q;q;q;q;q;p;p;p;q;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;p;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;p;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;q;q;q;q;q;p;p;p;p;q;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;q;q;q;q;q;q;p;p;q;q;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;p;q;q;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;0;0;0;0;0;0;0;0;0;q;q;q;q;q;q;q;q;q;q
