p;p;o;p;p;p;p;5;p;p;p;p;o;p;o;p;p;p;p;5;p;p;p;p;p;p;p;p;p;p;p;p;5;p;p;o;p;p;p;p;5;p;p;p;0;0;0;0;0;0;p;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;5;p;p;o;p;p;p;p;5;p;p;p;p;o;p;p;p;p;p;p;p;o;p;p;p;p;5;p;p;p;p;p;p;p;p;p;p;p;p;5;p;p;o;p;p;p;p;5;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;o;p
p;p;p;p;p;p;p;p;p;5;p;p;p;p;o;o;p;p;p;p;p;p;p;p;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;p;p;p;5;p;0;0;0;0;0;0;p;o;p;p;p;o;o;p;p;p;p;p;p;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;p;p;p;5;p;p;p;p;p;p;o;p;p;p;o;o;p;p;p;p;p;p;p;p;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;p;p;p;5;p;p;p;p;p;p;o;p;p;p;p;p;p;5;5;5;0;5;5;5;p;p;p
p;p;p;p;p;p;p;p;p;p;p;p;p;o;0;p;p;5;p;p;p;p;o;p;p;p;p;p;p;p;p;p;5;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;p;p;p;p;p;0;p;p;5;p;p;o;p;p;p;p;p;p;p;p;p;5;p;p;p;p;p;p;p;p;p;p;p;p;p;o;p;p;p;p;p;p;0;p;p;5;p;p;p;p;o;p;p;p;p;p;p;p;p;p;5;p;p;p;p;p;p;p;p;p;p;p;p;p;o;p;p;p;p;p;p;p;p;p;p;0;0;0;5;5;5;5;p;p
p;p;5;5;p;p;o;o;o;p;p;p;p;p;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;5;5;p;p;o;o;o;p;p;0;0;0;0;0;0;p;p;p;p;p;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;5;5;p;p;o;o;o;p;p;p;p;p;p;p;p;p;p;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;p;5;5;p;p;o;o;o;p;p;p;p;p;p;p;p;p;p;p;p;p;p;0;0;0;0;5;5;5;0;5;5
p;p;5;p;p;o;o;o;p;p;p;5;5;p;0;0;p;p;5;5;p;p;p;p;5;5;p;p;p;5;5;5;p;p;5;5;p;p;o;o;o;p;p;p;0;0;0;0;0;0;p;p;5;5;0;0;0;p;p;p;p;p;p;5;5;p;p;p;5;5;5;p;p;5;5;p;p;o;o;o;p;p;p;5;5;p;p;p;p;5;5;0;0;0;p;p;5;5;p;p;p;p;5;5;p;p;p;5;5;5;p;p;5;5;p;p;o;o;o;p;p;p;5;5;p;p;p;p;5;5;p;0;0;0;0;0;0;0;5;5;5;0;5;5
p;p;5;0;0;o;o;o;0;5;p;5;5;0;0;0;p;5;5;p;p;0;0;5;5;p;0;0;0;0;0;5;p;p;5;5;0;0;o;o;o;0;5;p;0;0;0;0;0;0;0;0;0;5;0;0;0;p;5;p;0;0;5;5;p;0;0;0;0;0;5;p;p;5;5;0;0;o;o;o;0;5;p;5;5;0;0;0;0;0;5;0;0;0;p;5;5;p;p;0;0;5;5;p;0;0;0;0;0;5;p;p;5;5;0;0;o;o;o;0;5;p;5;5;0;0;0;0;0;5;p;0;0;0;0;0;0;5;5;5;0;0;0;5
0;0;0;0;0;0;o;o;0;0;0;5;5;0;0;0;0;0;5;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;o;o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;o;o;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;5;p;p;0;0;0;0;0;0;0;0;0;0;0;0;p;p;0;0;0;0;o;o;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;5
0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
