0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
0;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
W;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;W;0;0;0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
W;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;W;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;W;0;0;0;0;0;0;0;0;0;0;W;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;W;W;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;0;0;0;0;0;0;0;W;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;X;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;X;W;0;0;0;0;W;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;W;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;0;W;W;X;0;0;0;0;0;0;0;0;0;0;0;0;X;W;W;0;0;0;0;0;0;0;W;W;0;0;0;0;0;W;W;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;X;W;0;0;0;0;W;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;0;0;0;W;X;X;X;X;X;X;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;W;W;0;0;0;0;0;0;W;X;0;0;0;0;0;0;0;0;0;0;0;0;W;W;0;0;0;0;0;0;W;W;W;W;W;0;0;0;0;0;W;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;X;X
