K;K;K;K;K;K;K;K;K;K;K;K;K;K;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;0;0;0;K;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;K;K;K;K;K;K;K;K;K;K;K;0;0;K;K;K;K;K;K;K;K
K;K;K;K;K;K;K;K;K;K;K;O;O;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;0;0;0;K;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;K;K;K;K;K;K;K;K;K;K;K;0;0;K;K;K;K;K;K;K;K
K;K;K;K;0;0;0;K;K;K;K;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;O;K;K;0;0;0;K;K;K;O;O;O;O;O;O;O;K;K;K;0;0;0;K;K;K;K;K;K;K;K;O;O;K;0;0;K;O;O;K;K;K;K;K
K;K;K;K;0;0;0;K;K;K;K;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;O;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;K;K;O;O;O;O;O;K;O;O;O;O;O;O;O;O;O;K;O;O;O;O;O;K;K;O;O;K;O;O;O;O;O;O;O;O;O;O;K;O;O;K;K
K;K;K;K;0;0;0;K;K;K;K;K;O;O;O;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;O;O;O;K;K;K;0;0;0;0;0;0;0;K;K;K;O;O;O;K;K;K;O;O;O;O;O;O;O;0;O;O;0;O;O;O;O;O;O;K
K;K;K;O;O;O;O;O;K;K;K;O;O;O;O;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;K;K;K;K;K;0;0;0;0;0;0;0;K;K;K;K;K;K;K;K;K;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K
K;K;K;O;O;O;O;K;K;K;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;O;O;K;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K
K;K;K;K;K;K;K;K;K;K;O;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K
K;K;K;K;K;K;K;K;K;K;O;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;O;O;O;O;O;O;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K
K;K;K;K;0;0;0;K;K;K;O;O;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;0;0;0;0;0;0;0;0;K;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
